Time    Activity  	Sleep Status
240.0m     0.0    0
241.0m     0.0    0
242.0m     0.0    0
243.0m     0.0    0
244.0m     0.0    0
245.0m     0.0    0
246.0m     0.0    0
247.0m     0.0    0
248.0m     0.0    0
249.0m     0.0    0
250.0m     0.0    0
251.0m     0.0    0
252.0m     0.0    0
253.0m     0.0    0
254.0m     0.0    0
255.0m     0.0    0
256.0m     0.0    0
257.0m     0.0    0
258.0m     0.0    0
259.0m     0.0    0
260.0m     0.0    0
261.0m     0.0    0
262.0m     0.0    0
263.0m     0.0    0
264.0m     0.0    0
265.0m     0.0    0
266.0m     0.0    0
267.0m     0.0    0
268.0m     0.0    0
269.0m     0.0    0
270.0m     0.0    0
271.0m     0.0    0
272.0m     0.0    0
273.0m     0.0    0
274.0m     0.0    0
275.0m     0.0    0
276.0m     0.0    0
277.0m     0.0    0
278.0m     0.0    0
279.0m     0.0    0
280.0m     0.0    0
281.0m     1.0    0
282.0m     20.0    0
283.0m     5.0    0
284.0m     0.0    0
285.0m     0.0    0
286.0m     5.0    0
287.0m     4.0    0
288.0m     3.0    0
289.0m     0.0    0
290.0m     7.0    0
291.0m     4.0    0
292.0m     0.0    0
293.0m     0.0    0
294.0m     0.0    0
295.0m     0.0    0
296.0m     2.0    0
297.0m     0.0    0
298.0m     0.0    0
299.0m     0.0    0
300.0m     0.0    0
301.0m     0.0    0
302.0m     0.0    0
303.0m     0.0    0
304.0m     0.0    0
305.0m     0.0    0
306.0m     8.0    0
307.0m     1.0    0
308.0m     9.0    0
309.0m     26.0    0
310.0m     83.0    0
311.0m     56.0    0
312.0m     33.0    0
313.0m     0.0    0
314.0m     15.0    0
315.0m     0.0    0
316.0m     0.0    0
317.0m     0.0    0
318.0m     0.0    0
319.0m     2.0    0
320.0m     5.0    0
321.0m     0.0    0
322.0m     18.0    0
323.0m     0.0    0
324.0m     14.0    0
325.0m     5.0    0
326.0m     0.0    0
327.0m     0.0    0
328.0m     0.0    0
329.0m     0.0    0
330.0m     0.0    0
331.0m     0.0    0
332.0m     0.0    0
333.0m     0.0    0
334.0m     0.0    0
335.0m     0.0    0
336.0m     28.0    0
337.0m     0.0    0
338.0m     0.0    0
339.0m     0.0    0
340.0m     0.0    0
341.0m     0.0    0
342.0m     0.0    0
343.0m     0.0    0
344.0m     0.0    0
345.0m     0.0    0
346.0m     14.0    0
347.0m     0.0    0
348.0m     0.0    0
349.0m     0.0    0
350.0m     0.0    0
351.0m     0.0    0
352.0m     0.0    0
353.0m     0.0    0
354.0m     0.0    0
355.0m     0.0    0
356.0m     0.0    0
357.0m     1.0    0
358.0m     10.0    0
359.0m     5.0    0
360.0m     4.0    0
361.0m     0.0    0
362.0m     0.0    0
363.0m     1.0    0
364.0m     3.0    0
365.0m     0.0    0
366.0m     5.0    0
367.0m     10.0    0
368.0m     3.0    0
369.0m     3.0    0
